,Neighborhood,YearBuilt,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
1179,MAGNOLIA / QUEEN ANNE,1980,3,Office,34545.0,None,0.0,None,0.0,29.0,67.0,2313978.75,0.0,2313979.0,0.0,16.13,0.47
1180,MAGNOLIA / QUEEN ANNE,1980,3,Office,70296.0,None,0.0,None,0.0,86.0,42.90000153,3018885.75,0.0,2782066.0,0.0,19.39,0.28
1181,DOWNTOWN,1902,4,Office,27838.0,None,0.0,None,0.0,77.0,45.40000153,1265151.625,0.0,1217509.0,0.0,8.49,0.3
1182,DELRIDGE,1971,2,Distribution Center,35300.0,Office,9408.0,None,0.0,,43.20000076,1931830.75,0.0,1486130.0,370100.0,30.02,1.06
1189,NORTHWEST,1964,2,Other,92129.0,None,0.0,None,0.0,,58.29999924,5368434.5,0.0,3179345.0,1975745.0,127.1,1.38
1191,NORTHWEST,1961,1,Recreation,20236.0,None,0.0,None,0.0,,103.1999969,2089365.125,0.0,1187424.0,777758.0,49.58,2.45
1192,NORTHWEST,1951,2,Office,27118.0,Non-Refrigerated Warehouse,12697.0,None,0.0,62.0,54.20000076,2158188.5,0.0,1488811.0,561790.0,40.22,1.01
1194,NORTHWEST,1970,4,Residential Care Facility,25557.0,None,0.0,None,0.0,,89.19999695,2280352.5,0.0,2280352.0,0.0,15.9,0.62
1195,NORTHWEST,1958,2,Services,16243.0,Office,10751.0,None,0.0,,123.0,3320817.0,0.0,881662.0,2195151.0,122.73,4.55
1196,NORTHWEST,1972,1,Non-Refrigerated Warehouse,48112.0,None,0.0,None,0.0,73.0,30.39999962,1463960.0,0.0,1485946.0,0.0,10.36,0.22
1197,NORTHWEST,2009,1,Public Services,19050.0,Parking,0.0,None,0.0,,68.09999847,1296995.0,0.0,678411.0,529618.0,32.86,1.57
1198,NORTHWEST,2001,2,Office,26275.0,Parking,16518.0,None,0.0,27.0,71.19999695,1871245.75,0.0,1772188.0,0.0,12.35,0.29
1201,NORTHWEST,2007,2,Recreation,45000.0,None,0.0,None,0.0,,135.6999969,6104259.5,0.0,2973668.0,2938397.0,176.79,3.93
1203,NORTHWEST,1998,1,Retail Store,26115.0,None,0.0,None,0.0,43.0,67.40000153,1760626.0,0.0,1148350.0,541023.0,36.74,1.41
1205,NORTHEAST,1949,1,Worship Facility,30044.0,Parking,0.0,None,0.0,78.0,44.70000076,1343672.875,0.0,340323.0,808817.0,45.33,1.74
1207,MAGNOLIA / QUEEN ANNE,2007,4,K-12 School,49468.0,None,0.0,None,0.0,82.0,42.79999924,2115259.0,0.0,822509.0,1059007.0,61.98,1.27
1208,MAGNOLIA / QUEEN ANNE,1970,2,Senior Care Community,46539.0,None,0.0,None,0.0,73.0,120.0999985,5589312.5,0.0,2306556.0,3093493.0,180.38,3.88
1211,DOWNTOWN,1920,2,Retail Store,14428.0,Office,7200.0,Parking,2788.0,36.0,46.90000153,1013921.625,0.0,761163.0,222433.0,17.12,0.65
1212,DOWNTOWN,1918,3,Office,37853.0,Retail Store,12495.0,None,0.0,98.0,25.10000038,1262255.75,0.0,1262255.0,0.0,8.8,0.23
1214,LAKE UNION,1928,2,Non-Refrigerated Warehouse,14400.0,Office,14400.0,None,0.0,,18.10000038,521523.1875,0.0,249311.0,207642.0,12.77,0.44
1215,MAGNOLIA / QUEEN ANNE,1955,5,Worship Facility,31945.0,Parking,0.0,None,0.0,4.0,56.5,1806468.0,0.0,1806468.0,0.0,12.59,0.39
1220,MAGNOLIA / QUEEN ANNE,1985,5,Office,52908.0,Parking,33055.0,None,0.0,43.0,84.69999695,4480961.0,0.0,4480960.0,0.0,31.24,0.36
1226,DOWNTOWN,1900,4,Retail Store,34680.0,None,0.0,None,0.0,92.0,36.29999924,1259828.25,0.0,774990.0,394959.0,26.38,0.76
1227,DOWNTOWN,1968,3,Worship Facility,75058.0,None,0.0,None,0.0,24.0,82.69999695,6207115.5,0.0,1057107.0,4530240.0,247.97,3.3
1230,DOWNTOWN,1915,1,Retail Store,16200.0,None,0.0,None,0.0,2.0,132.6000061,2147472.5,0.0,1968493.0,132489.0,20.76,0.57
1231,DOWNTOWN,1907,6,Office,35200.0,None,0.0,None,0.0,8.0,85.19999695,2998208.25,0.0,2998208.0,0.0,20.9,0.59
1232,DOWNTOWN,1907,5,Office,35840.0,None,0.0,None,0.0,83.0,48.09999847,1724638.75,0.0,723240.0,815511.0,48.35,1.35
1233,DOWNTOWN,1941,2,Bank Branch,23230.0,None,0.0,None,0.0,60.0,58.40000153,1356947.75,0.0,1333432.0,0.0,9.3,0.36
1234,DOWNTOWN,1928,4,Office,15609.0,Retail Store,6104.0,None,0.0,17.0,137.8000031,2991557.25,762032.8125,2121106.0,0.0,73.61,2.41
1237,EAST,1964,4,Specialty Hospital,52284.0,None,0.0,None,0.0,,162.3999939,8491346.0,0.0,7560588.0,915594.0,101.34,2.06
1244,EAST,1912,3,Social/Meeting Hall,20411.0,None,0.0,None,0.0,,105.0999985,2145049.5,0.0,774943.0,1239533.0,71.23,3.49
1252,EAST,1962,2,Medical Office,21571.0,None,0.0,None,0.0,2.0,145.1000061,3129807.0,0.0,1537788.0,1408968.0,85.55,2.77
1253,EAST,1910,3,Office,41632.0,Worship Facility,31917.0,None,0.0,90.0,43.59999847,3209164.5,0.0,927581.0,1901370.0,107.45,1.46
1255,EAST,1988,5,Education,45780.0,Parking,4500.0,None,0.0,,252.1000061,11542708.0,5473370.5,5305454.0,55262.0,462.4,10.1
1256,EAST,1963,3,Medical Office,50000.0,None,0.0,None,0.0,42.0,76.80000305,3838425.0,0.0,2998320.0,736988.0,60.04,1.53
1257,EAST,1916,3,Entertainment/Public Assembly,35886.0,Office,1184.0,Food Service,436.0,,33.5,1255324.0,682047.625,425243.0,0.0,55.61,1.46
1258,EAST,1962,3,Worship Facility,53000.0,Parking,17600.0,None,0.0,55.0,52.29999924,2769792.0,1379517.75,883838.0,202628.0,123.41,3.27
1262,BALLARD,1993,1,Office,18380.0,Other,6060.0,Data Center,3304.0,,193.0,5355753.0,0.0,5355752.0,0.0,37.34,1.35
1263,BALLARD,1960,1,Non-Refrigerated Warehouse,36444.0,None,0.0,None,0.0,80.0,4.599999905,169464.0938,0.0,161311.0,0.0,1.12,0.03
1264,BALLARD,1950,1,Non-Refrigerated Warehouse,27553.0,None,0.0,None,0.0,63.0,38.29999924,1054377.75,0.0,427592.0,539085.0,31.61,1.15
1265,BALLARD,1951,1,Distribution Center,57310.0,None,0.0,None,0.0,,24.39999962,1395637.75,0.0,687408.0,566337.0,34.87,0.61
1266,LAKE UNION,1920,2,Office,10109.0,Services,7016.0,Restaurant,3609.0,,41.29999924,1071271.0,0.0,779325.0,209754.0,16.57,0.64
1267,LAKE UNION,1919,3,Restaurant,40686.0,None,0.0,None,0.0,,53.79999924,2188575.25,0.0,842032.0,1264041.0,73.0,1.79
1268,LAKE UNION,1964,2,Retail Store,45271.0,None,0.0,None,0.0,57.0,64.30000305,2912179.5,0.0,1146853.0,1406910.0,82.72,1.83
1269,LAKE UNION,1920,3,Office,28380.0,None,0.0,None,0.0,62.0,53.0,1503529.375,0.0,804313.0,567900.0,35.77,1.26
1270,LAKE UNION,2009,5,Office,329850.0,Parking,162894.0,Food Service,11846.0,77.0,82.09999847,28053172.0,0.0,21725258.0,6327910.0,487.53,0.96
1271,LAKE UNION,1926,3,Office,23730.0,None,0.0,None,0.0,95.0,45.29999924,1074761.125,0.0,417532.0,549375.0,32.09,1.23
1272,LAKE UNION,1926,1,Office,37481.0,Parking,0.0,None,0.0,1.0,197.8999939,7419337.0,0.0,6974197.0,468117.0,73.48,1.95
1273,MAGNOLIA / QUEEN ANNE,1961,1,Other,49847.0,None,0.0,None,0.0,,114.6999969,5719698.0,2097789.75,3179693.0,0.0,184.09,7.08
1275,MAGNOLIA / QUEEN ANNE,2009,3,Worship Facility,23241.0,None,0.0,None,0.0,66.0,34.0,789925.875,0.0,403459.0,335751.0,20.64,0.89
1276,MAGNOLIA / QUEEN ANNE,1962,1,Other,155795.0,None,0.0,None,0.0,,121.0,18847708.0,0.0,14798552.0,2874465.0,255.83,1.64
1277,MAGNOLIA / QUEEN ANNE,2002,1,Other,21018.0,None,0.0,None,0.0,,85.09999847,1789470.75,175780.0,1585357.0,0.0,24.62,1.17
1278,MAGNOLIA / QUEEN ANNE,1998,1,Museum,28631.0,None,0.0,None,0.0,,216.3000031,6193701.5,0.0,2630916.0,3272098.0,192.12,6.29
1279,MAGNOLIA / QUEEN ANNE,1961,2,Recreation,50000.0,None,0.0,None,0.0,,363.2999878,18163924.0,0.0,9002735.0,8683709.0,523.95,15.42
1280,MAGNOLIA / QUEEN ANNE,1992,2,Other,33000.0,None,0.0,None,0.0,,56.0,2470816.0,137900.0,1509514.0,374537.0,41.06,1.01
1281,LAKE UNION,1999,4,Office,38038.0,Parking,19600.0,None,0.0,84.0,53.59999847,2040142.0,0.0,2003807.0,0.0,13.97,0.37
1282,LAKE UNION,2007,4,Office,41591.0,Parking,21350.0,None,0.0,92.0,65.90000153,2739358.75,0.0,1219486.0,1304742.0,77.8,1.2
1283,LAKE UNION,1928,3,Office,35404.0,Laboratory,5000.0,Parking,1250.0,1.0,228.3999939,9228577.0,0.0,5506689.0,3683752.0,234.03,5.64
1285,LAKE UNION,2013,6,Office,120548.0,Parking,88960.0,Bank Branch,5436.0,92.0,56.79999924,7429423.0,0.0,6677063.0,752359.0,86.51,0.66
1286,LAKE UNION,1926,4,Office,22341.0,Retail Store,8214.0,Parking,5225.0,77.0,64.80000305,1979164.25,0.0,1912760.0,0.0,13.33,0.37
1288,MAGNOLIA / QUEEN ANNE,1964,4,Office,8061.0,Parking,8000.0,Restaurant,2095.0,41.0,57.70000076,585965.6875,0.0,564754.0,0.0,3.94,0.16
1291,DOWNTOWN,1966,1,Other,49680.0,None,0.0,None,0.0,,58.20000076,2890473.75,1427730.0,1310105.0,0.0,119.34,2.4
1292,DOWNTOWN,1962,1,Other,36314.0,None,0.0,None,0.0,,51.90000153,1882952.875,204650.0,1110431.0,391578.0,44.33,1.22
1293,DOWNTOWN,1916,2,Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,,60.79999924,1230670.25,0.0,1257774.0,0.0,8.77,0.34
1294,DOWNTOWN,1919,4,Office,25500.0,Retail Store,8500.0,None,0.0,72.0,65.40000153,2223121.25,897694.0,1173976.0,0.0,77.48,1.62
1295,DOWNTOWN,1900,3,Other,24019.0,None,0.0,None,0.0,,1.799999952,44293.5,0.0,44294.0,0.0,0.31,0.01
1297,DOWNTOWN,1900,2,Retail Store,15614.0,Restaurant,9240.0,Social/Meeting Hall,8199.0,,111.0,5469793.5,0.0,4128496.0,1308614.0,98.28,1.99
1301,DOWNTOWN,1912,2,Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,,270.6000061,6868711.5,0.0,3202277.0,3699277.0,218.79,8.62
1302,DOWNTOWN,1915,6,Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,,70.69999695,2877728.5,0.0,2282146.0,545627.0,44.89,1.1
1306,DOWNTOWN,1990,4,Parking,36036.0,Office,27594.0,Retail Store,13945.0,91.0,43.79999924,1818635.25,0.0,1717131.0,0.0,11.97,0.15
1308,DOWNTOWN,1910,4,Office,36160.0,None,0.0,None,0.0,47.0,53.20000076,1921962.0,0.0,1862177.0,0.0,12.98,0.36
1309,DOWNTOWN,1918,1,Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,,148.0,5123179.0,0.0,2805989.0,2330615.0,143.34,4.14
1314,DOWNTOWN,1909,5,Office,68048.0,None,0.0,None,0.0,100.0,24.0,1634178.25,0.0,1574921.0,59257.0,14.13,0.21
1317,DOWNTOWN,1930,2,Food Service,22710.0,None,0.0,None,0.0,,12.69999981,287763.5,0.0,287763.0,0.0,2.01,0.09
1320,LAKE UNION,2000,3,Office,36959.0,Parking,13540.0,None,0.0,13.0,86.69999695,3205182.5,0.0,3202764.0,2418.0,22.46,0.44
1321,LAKE UNION,1964,5,Office,57972.0,Parking,0.0,None,0.0,68.0,63.09999847,3658985.5,0.0,3251200.0,349371.0,41.22,0.76
1322,EAST,1930,2,K-12 School,45960.0,None,0.0,None,0.0,56.0,102.5,4711474.0,0.0,834638.0,3332616.0,182.81,3.98
1326,LAKE UNION,1959,2,Office,21128.0,None,0.0,None,0.0,97.0,20.70000076,436604.0938,0.0,436604.0,0.0,3.04,0.14
1329,LAKE UNION,2013,3,Office,54150.0,Data Center,650.0,None,0.0,,28.10000038,1539066.375,0.0,1539066.0,0.0,10.73,0.21
1330,LAKE UNION,1959,4,Hotel,38500.0,None,0.0,None,0.0,37.0,74.69999695,2874815.0,0.0,1597279.0,1207255.0,75.25,1.95
1331,LAKE UNION,1961,3,Hotel,19000.0,None,0.0,None,0.0,95.0,45.59999847,867184.375,0.0,343234.0,523951.0,30.22,1.04
1333,LAKE UNION,1960,1,Worship Facility,27338.0,None,0.0,None,0.0,56.0,25.0,682542.8125,0.0,581289.0,0.0,4.05,0.15
1335,EAST,1999,2,Parking,65000.0,K-12 School,20000.0,None,0.0,,113.9000015,2278550.5,0.0,669413.0,1376179.0,77.76,0.91
1337,MAGNOLIA / QUEEN ANNE,1962,2,Laboratory,20649.0,Office,13767.0,Parking,2000.0,,363.6000061,12512916.0,0.0,4675400.0,7340535.0,422.45,12.27
1338,MAGNOLIA / QUEEN ANNE,1930,3,Office,45864.0,None,0.0,None,0.0,94.0,66.19999695,3034554.5,0.0,480350.0,2110272.0,115.43,2.52
1340,NORTHWEST,1999,2,K-12 School,61099.0,None,0.0,None,0.0,23.0,63.40000153,3870672.5,0.0,1738749.0,1747116.0,104.91,2.13
1347,NORTH,1950,1,K-12 School,50337.0,None,0.0,None,0.0,94.0,19.70000076,991918.0,0.0,921835.0,70083.0,10.15,0.3
1349,SOUTHWEST,1949,1,K-12 School,60814.0,None,0.0,None,0.0,83.0,36.90000153,2246747.5,0.0,1579221.0,667526.0,46.46,1.13
1351,LAKE UNION,1987,3,Office,33176.0,Parking,15000.0,None,0.0,89.0,45.59999847,1513388.25,0.0,862441.0,563838.0,35.96,1.08
1352,LAKE UNION,1993,3,Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,,92.40000153,1980961.25,0.0,950029.0,928714.0,55.95,2.22
1355,SOUTHEAST,2000,2,K-12 School,75605.0,None,0.0,None,0.0,83.0,32.5,2457541.75,0.0,1520396.0,754477.0,50.67,0.67
1356,SOUTHEAST,2008,2,K-12 School,29525.0,None,0.0,None,0.0,77.0,46.40000153,1369340.75,0.0,964739.0,333074.0,24.42,0.83
1359,GREATER DUWAMISH,1977,99,Worship Facility,21948.0,None,0.0,None,0.0,80.0,14.89999962,326001.1875,0.0,326001.0,0.0,2.27,0.1
1360,EAST,1927,3,Recreation,30095.0,Self-Storage Facility,1096.0,None,0.0,,192.8000031,6014124.0,0.0,3123654.0,2752785.0,167.98,5.39
1362,NORTH,1947,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,,98.69999695,3515178.25,0.0,1078845.0,1962133.0,111.73,2.99
1364,GREATER DUWAMISH,1977,1,Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,33.0,29.89999962,878933.3125,0.0,856089.0,0.0,5.97,0.2
1373,EAST,1922,2,Worship Facility,22688.0,None,0.0,None,0.0,87.0,17.29999924,391818.4063,0.0,228628.0,103047.0,7.07,0.31
1391,SOUTHEAST,1962,2,Adult Education,22364.0,Parking,0.0,None,0.0,,72.69999695,1625774.5,0.0,508870.0,958160.0,54.44,2.43
1392,GREATER DUWAMISH,1982,2,Office,40738.0,None,0.0,None,0.0,84.0,49.09999847,2001403.875,0.0,1903455.0,0.0,13.27,0.32
1405,LAKE UNION,1953,2,Office,26580.0,Data Center,11497.0,None,0.0,,199.3000031,7588115.5,0.0,6523873.0,884468.0,92.45,2.14
1408,NORTH,1908,3,Worship Facility,45680.0,None,0.0,None,0.0,79.0,52.40000153,2394061.75,0.0,509352.0,1567688.0,86.81,1.9
1418,LAKE UNION,2006,14,Senior Care Community,726000.0,None,0.0,None,0.0,8.0,53.90000153,39120828.0,0.0,23718388.0,14078694.0,913.07,1.26
1422,SOUTHWEST,1957,1,Worship Facility,18278.0,Office,15212.0,None,0.0,96.0,15.89999962,531737.1875,0.0,531737.0,0.0,3.71,0.16
1425,BALLARD,1999,4,Office,10292.0,Other,10200.0,None,0.0,,47.5,973080.1875,0.0,910718.0,0.0,6.35,0.22
1426,DELRIDGE,1988,2,K-12 School,54285.0,None,0.0,None,0.0,75.0,37.29999924,2024296.625,0.0,1972078.0,0.0,13.75,0.25
1429,GREATER DUWAMISH,1989,1,Non-Refrigerated Warehouse,18373.0,Office,2728.0,None,0.0,,38.79999924,819493.125,0.0,171716.0,504057.0,27.97,1.33
1430,GREATER DUWAMISH,1914,2,Refrigerated Warehouse,45594.0,None,0.0,None,0.0,75.0,29.20000076,1329148.25,0.0,1351268.0,0.0,9.42,0.21
1431,GREATER DUWAMISH,1950,1,Manufacturing/Industrial Plant,26660.0,None,0.0,None,0.0,,84.09999847,2241280.5,0.0,2241280.0,0.0,15.62,0.59
1432,GREATER DUWAMISH,1975,1,Non-Refrigerated Warehouse,21780.0,Office,6346.0,None,0.0,44.0,34.40000153,966168.625,0.0,598370.0,272256.0,18.63,0.66
1433,GREATER DUWAMISH,1964,1,Non-Refrigerated Warehouse,35000.0,None,0.0,None,0.0,53.0,10.80000019,378714.4063,0.0,378714.0,0.0,2.64,0.08
1434,GREATER DUWAMISH,1962,1,Non-Refrigerated Warehouse,26150.0,None,0.0,None,0.0,6.0,50.59999847,1322416.75,0.0,815508.0,392900.0,26.55,1.02
1435,GREATER DUWAMISH,1967,2,Office,24000.0,None,0.0,None,0.0,73.0,47.90000153,1148448.75,0.0,1088556.0,0.0,7.59,0.32
1436,EAST,1968,5,K-12 School,40809.0,None,0.0,None,0.0,38.0,66.19999695,2699616.0,0.0,1264732.0,1213313.0,73.26,1.68
1442,LAKE UNION,1912,1,Distribution Center,25580.0,Office,2500.0,None,0.0,,31.79999924,892651.125,0.0,513012.0,281713.0,18.54,0.66
1456,NORTHWEST,1954,2,Senior Care Community,51298.0,None,0.0,None,0.0,85.0,114.0,5847878.5,0.0,2094607.0,3560971.0,203.73,3.97
1458,NORTHWEST,1962,1,Worship Facility,22898.0,Parking,0.0,None,0.0,100.0,11.89999962,272664.4063,0.0,265775.0,0.0,1.85,0.08
1462,GREATER DUWAMISH,1979,1,Non-Refrigerated Warehouse,31600.0,None,0.0,None,0.0,3.0,118.0999985,3731853.25,0.0,1633306.0,1730229.0,103.28,3.27
1463,GREATER DUWAMISH,2007,1,Non-Refrigerated Warehouse,35289.0,None,0.0,None,0.0,63.0,28.60000038,1010737.813,0.0,490823.0,385602.0,23.9,0.68
1464,GREATER DUWAMISH,1981,1,Non-Refrigerated Warehouse,30000.0,None,0.0,None,0.0,50.0,68.5,2053772.75,0.0,279044.0,1471375.0,80.09,2.77
1465,GREATER DUWAMISH,1978,1,Non-Refrigerated Warehouse,22176.0,None,0.0,None,0.0,60.0,33.70000076,746905.625,0.0,137469.0,598959.0,32.77,1.48
1466,GREATER DUWAMISH,1978,1,Non-Refrigerated Warehouse,31300.0,None,0.0,None,0.0,89.0,12.69999981,398438.5938,0.0,220913.0,141961.0,9.08,0.29
1467,GREATER DUWAMISH,1979,1,Non-Refrigerated Warehouse,22000.0,Parking,0.0,None,0.0,14.0,31.79999924,700627.625,0.0,700628.0,0.0,4.88,0.22
1468,NORTH,1974,3,Office,39541.0,Parking,0.0,None,0.0,38.0,96.90000153,3832168.5,0.0,3568419.0,0.0,24.88,0.62
1469,NORTH,1979,1,Recreation,23320.0,Office,7290.0,None,0.0,,147.5,4513728.0,0.0,1999987.0,2294563.0,135.81,4.44
1470,NORTH,1980,2,Medical Office,26930.0,None,0.0,None,0.0,64.0,37.20000076,1002995.0,0.0,1002995.0,0.0,6.99,0.26
1471,NORTH,1968,2,Medical Office,65069.0,Parking,0.0,None,0.0,76.0,47.20000076,3073612.0,0.0,2251578.0,638800.0,49.62,1.28
1472,NORTHEAST,1959,2,Self-Storage Facility,20296.0,None,0.0,None,0.0,,42.20000076,855665.125,0.0,855665.0,0.0,5.97,0.29
1473,NORTHEAST,1945,2,Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,,59.5,1365716.125,0.0,858099.0,403535.0,27.41,1.24
1474,NORTHEAST,1967,3,Medical Office,35066.0,Parking,3312.0,None,0.0,86.0,51.5,1807593.875,0.0,729620.0,915985.0,53.73,1.4
1475,NORTHEAST,1980,2,Non-Refrigerated Warehouse,33576.0,None,0.0,None,0.0,64.0,43.70000076,1466199.875,0.0,390124.0,885108.0,49.73,1.48
1476,NORTHEAST,1975,1,Supermarket/Grocery Store,34982.0,Parking,0.0,None,0.0,21.0,309.3999939,10821972.0,0.0,7359683.0,3283070.0,225.67,6.84
1481,EAST,1981,1,Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,33.29999924,729397.1875,0.0,729397.0,0.0,5.08,0.24
1486,MAGNOLIA / QUEEN ANNE,1927,3,Office,20000.0,Retail Store,3910.0,None,0.0,,38.09999847,910117.6875,0.0,678167.0,195410.0,15.11,0.63
1488,BALLARD,1910,2,Worship Facility,21765.0,None,0.0,None,0.0,80.0,22.89999962,498909.0,0.0,119922.0,311468.0,17.38,0.8
1494,EAST,1939,2,College/University,1719643.0,Parking,318960.0,None,0.0,,71.59999847,123205560.0,0.0,61672821.0,52975694.0,3243.48,1.47
1496,CENTRAL,1901,2,Worship Facility,26560.0,None,0.0,None,0.0,1.0,69.0,1831347.125,0.0,609983.0,1141501.0,64.88,2.44
1497,LAKE UNION,1957,2,Non-Refrigerated Warehouse,20140.0,None,0.0,None,0.0,49.0,5.800000191,116486.6016,0.0,116487.0,0.0,0.81,0.04
1508,GREATER DUWAMISH,1992,2,Retail Store,38845.0,Parking,6000.0,None,0.0,82.0,178.1000061,6917280.0,0.0,3290526.0,3626753.0,215.56,5.55
1509,GREATER DUWAMISH,1953,1,Supermarket/Grocery Store,25946.0,Parking,0.0,None,0.0,40.0,311.1000061,8071987.5,0.0,5004995.0,2614450.0,173.75,6.66
1510,NORTH,1955,1,K-12 School,40374.0,None,0.0,None,0.0,85.0,50.90000153,2054157.0,0.0,729477.0,1119402.0,64.54,1.67
1512,GREATER DUWAMISH,1967,1,Office,25500.0,None,0.0,None,0.0,98.0,56.09999847,1430417.125,0.0,198748.0,1015122.0,55.3,2.17
1513,GREATER DUWAMISH,1961,1,Non-Refrigerated Warehouse,37524.0,Office,2596.0,None,0.0,,33.5,1343671.0,0.0,886222.0,356089.0,25.09,0.6
1514,GREATER DUWAMISH,1958,2,Retail Store,56193.0,None,0.0,None,0.0,,45.90000153,2580058.5,0.0,1858950.0,638992.0,46.9,0.83
1518,BALLARD,1922,3,K-12 School,35448.0,None,0.0,None,0.0,97.0,46.0,1632148.75,0.0,280549.0,1099383.0,60.34,1.7
1519,BALLARD,1966,1,Supermarket/Grocery Store,29214.0,None,0.0,None,0.0,8.0,327.2000122,9558542.0,0.0,6227281.0,3108958.0,208.53,7.14
1522,BALLARD,2000,1,Supermarket/Grocery Store,47034.0,Parking,0.0,None,0.0,34.0,307.7000122,14473242.0,0.0,7808020.0,6221459.0,384.85,4.32
1523,BALLARD,1961,1,Recreation,29880.0,Office,4700.0,None,0.0,,44.20000076,1527101.375,0.0,548631.0,782491.0,45.38,1.42
1524,BALLARD,1910,2,Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,,35.70000076,1111093.0,0.0,234613.0,700967.0,38.86,1.25
1525,BALLARD,1975,3,Non-Refrigerated Warehouse,31932.0,Office,9546.0,None,0.0,3.0,79.30000305,3287502.0,0.0,1799383.0,1236579.0,78.22,1.89
1526,BALLARD,1980,1,Non-Refrigerated Warehouse,39840.0,None,0.0,None,0.0,2.0,19.39999962,774360.0,0.0,752104.0,0.0,5.24,0.13
1534,BALLARD,2004,1,Library,15000.0,Services,3100.0,None,0.0,,90.69999695,1642173.75,0.0,930038.0,603208.0,38.52,1.26
1537,BALLARD,1924,2,Social/Meeting Hall,21528.0,None,0.0,None,0.0,,15.30000019,330300.5,0.0,209914.0,96997.0,6.61,0.31
1538,BALLARD,1928,2,Strip Mall,25828.0,Parking,0.0,None,0.0,,43.20000076,1115775.5,0.0,975561.0,119380.0,13.14,0.44
1557,BALLARD,1942,2,Other,30554.0,None,0.0,None,0.0,,170.3999939,5205994.5,0.0,5274641.0,0.0,36.77,1.22
1558,BALLARD,1975,1,Worship Facility,40445.0,None,0.0,None,0.0,92.0,22.5,911009.375,0.0,271219.0,515035.0,29.24,0.72
1559,BALLARD,1996,1,Retail Store,23500.0,None,0.0,None,0.0,53.0,48.90000153,1149592.0,0.0,1021883.0,116084.0,13.29,0.57
1560,BALLARD,1967,1,Retail Store,23067.0,None,0.0,None,0.0,82.0,66.09999847,1524765.875,0.0,927422.0,476832.0,31.79,1.42
1563,MAGNOLIA / QUEEN ANNE,1961,1,Supermarket/Grocery Store,25987.0,None,0.0,None,0.0,35.0,336.6000061,8746499.0,0.0,4656997.0,3861316.0,237.54,9.19
1565,MAGNOLIA / QUEEN ANNE,1992,3,Office,16766.0,Fitness Center/Health Club/Gym,9623.0,None,0.0,,45.0,1186733.125,0.0,1208035.0,0.0,8.42,0.32
1566,MAGNOLIA / QUEEN ANNE,1982,3,Office,25859.0,Parking,4000.0,None,0.0,88.0,35.40000153,916019.375,0.0,665707.0,193073.0,14.9,0.58
1567,MAGNOLIA / QUEEN ANNE,1974,1,Non-Refrigerated Warehouse,20600.0,Office,5000.0,None,0.0,1.0,75.90000153,1943594.875,0.0,1249609.0,480992.0,34.26,1.34
1568,MAGNOLIA / QUEEN ANNE,1965,1,Manufacturing/Industrial Plant,10200.0,None,0.0,None,0.0,,21.79999924,222255.9063,0.0,222256.0,0.0,1.55,0.07
1569,MAGNOLIA / QUEEN ANNE,2008,4,Office,33385.0,Parking,8399.0,None,0.0,89.0,38.79999924,1294615.25,0.0,1294615.0,0.0,9.03,0.22
1570,MAGNOLIA / QUEEN ANNE,1960,1,Non-Refrigerated Warehouse,56884.0,None,0.0,None,0.0,71.0,27.70000076,1577967.75,0.0,785464.0,602881.0,37.49,0.66
1573,BALLARD,1989,1,Retail Store,32810.0,None,0.0,None,0.0,66.0,66.09999847,2168833.0,0.0,1316268.0,701700.0,46.44,1.42
1576,MAGNOLIA / QUEEN ANNE,1980,3,Self-Storage Facility,30989.0,None,0.0,None,0.0,,3.200000048,98862.89844,0.0,97690.0,0.0,0.68,0.02
1577,MAGNOLIA / QUEEN ANNE,1915,3,Self-Storage Facility,39952.0,None,0.0,None,0.0,,1.5,58114.19922,0.0,57133.0,0.0,0.4,0.01
1581,MAGNOLIA / QUEEN ANNE,1961,2,Office,20784.0,None,0.0,None,0.0,80.0,33.09999847,688824.0,0.0,657386.0,0.0,4.58,0.23
1582,MAGNOLIA / QUEEN ANNE,1960,2,Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,None,0.0,89.0,17.0,602201.625,0.0,277628.0,242384.0,14.81,0.41
1583,MAGNOLIA / QUEEN ANNE,1968,1,Distribution Center,31845.0,Office,4101.0,None,0.0,,14.0,503210.6875,0.0,300259.0,169240.0,11.08,0.31
